,id,p,theta,beta,nphe,ein,eout
4922,kaon,2.63249,0.17736300000000002,0.8978870000000001,0,0.20975100000000002,0.060791899999999996
4923,proton,1.37301,0.192962,0.8292229999999999,0,0.044632599999999995,0.0618448
4924,proton,1.03075,0.263339,0.74524,38,0.0588235,0.146624
4925,proton,1.3949799999999999,0.179817,0.833619,0,0.0389105,0.0600595
4926,proton,1.68002,0.32129800000000003,0.85683,0,0.0264591,0.07393
4927,proton,1.1654799999999998,0.383903,0.7719550000000001,0,0.102861,0.230625
4928,pion,2.73503,0.261942,1.0034,0,0.030853700000000005,0.0564889
4929,kaon,1.57092,0.261324,0.944371,0,0.113848,0.11224500000000001
4930,pion,1.04891,0.37654699999999997,1.00079,0,0.0492103,0.0480659
4931,pion,1.40749,0.25719000000000003,0.9980389999999999,0,0.0194553,0.329458
4932,proton,0.992294,0.435159,0.736063,0,0.0596475,0.0916457
4933,proton,2.1333599999999997,0.249148,0.919012,0,0.189334,0.0651865
4934,proton,2.53742,0.358064,0.9369860000000001,0,0.026367599999999998,0.19963399999999998
4935,proton,1.0251,0.225894,0.744004,0,0.0533303,0.060563099999999995
4936,proton,2.3323400000000003,0.25463600000000003,0.9083709999999999,0,0.0312657,0.321904
4937,pion,3.11742,0.376797,1.01555,0,0.0273289,0.054474699999999994
4938,proton,1.44472,0.240377,0.834463,0,0.040054900000000004,0.256718
4939,proton,1.26452,0.467897,0.819242,0,0.38819000000000004,0.169787
4940,proton,2.50462,0.274329,0.910415,0,0.43227299999999996,0.0877546
4941,proton,1.11971,0.274381,0.753976,0,0.0612955,0.112062
4942,pion,3.02968,0.18598499999999998,0.997761,0,0.0339666,0.0407416
4943,pion,2.86503,0.415005,1.01569,0,0.032867900000000005,0.027695099999999997
4944,pion,1.27642,0.305695,0.97939,0,0.0609751,0.0318151
4945,proton,0.9864959999999999,0.23658200000000001,0.727201,0,0.0642252,0.126711
4946,proton,3.54253,0.361298,0.9588530000000001,0,0.20970500000000003,0.14905
4947,proton,2.4574700000000003,0.327466,0.9408709999999999,0,0.0357061,0.0399176
4948,kaon,2.4878299999999998,0.39782,0.99666,0,0.23149499999999998,0.17843900000000001
4949,proton,1.22194,0.556385,0.783258,0,0.043350900000000005,0.08862439999999999
4950,pion,2.31678,0.161154,0.9817629999999999,0,0.034699,0.06747539999999999
4951,pion,1.18303,0.39876100000000003,1.0163799999999998,0,0.0594644,0.163378
4952,proton,1.28649,0.24136999999999997,0.81139,0,0.0509041,0.175601
4953,proton,1.06233,0.33504,0.755958,0,0.0516365,0.0515908
4954,pion,1.60845,0.29493400000000003,0.9927159999999999,0,0.07273980000000001,0.0452735
4955,pion,0.8700690000000001,0.333836,0.9737299999999999,63,0.031174200000000003,0.0467842
4956,proton,1.62066,0.261353,0.8698670000000001,0,0.139574,0.365713
4957,proton,1.122,0.292565,0.767829,0,0.0358892,0.13019
4958,proton,2.77943,0.31148400000000004,0.960232,0,0.0329595,0.05346759999999999
4959,kaon,2.6543099999999997,0.140787,0.990129,0,0.331838,0.0368963
4960,proton,1.12505,0.348063,0.781413,0,0.0366674,0.0991073
4961,proton,2.07858,0.469128,0.9042120000000001,0,0.111421,0.06738380000000001
4962,proton,1.29808,0.21918400000000002,0.8275049999999999,0,0.152071,0.0931563
4963,proton,1.2961,0.30177,0.836772,0,0.045227699999999996,0.0695354
4964,pion,1.35988,0.30990700000000004,0.943161,0,0.0237583,0.051773900000000005
4965,pion,0.742657,0.414576,0.986468,0,0.0502174,0.118379
4966,kaon,2.58671,0.42503100000000005,0.9770530000000001,0,0.266102,0.0387274
4967,proton,1.21614,0.314137,0.792925,0,0.0409705,0.0810712
4968,proton,1.17662,0.455424,0.778669,0,0.0528267,0.328588
4969,pion,0.7425039999999999,0.344622,0.745967,0,0.027420499999999997,0.0425727
4970,kaon,2.9327799999999997,0.124956,0.975096,0,0.0388647,0.045685500000000004
4971,kaon,3.13634,0.26379,0.999308,0,0.0348821,0.031998200000000004
4972,proton,1.39483,0.539254,0.8283309999999999,0,0.0384527,0.0682994
4973,pion,0.9530790000000001,0.23496999999999998,0.981474,0,0.0336461,0.0471504
4974,pion,1.41772,0.647938,0.980981,0,0.0949416,0.072282
4975,pion,0.905013,0.488454,0.9890389999999999,0,0.0417029,0.22261399999999998
4976,pion,1.70459,0.19726,1.00195,0,0.071046,0.257404
4977,pion,2.34012,0.31573,1.0093299999999998,0,0.164019,0.0497597
4978,pion,0.710918,0.41444899999999996,0.9864069999999999,0,0.04046690000000001,0.0803388
4979,pion,1.55566,0.230318,0.9817530000000001,0,0.28867,0.032227099999999995
4980,pion,2.0123599999999997,0.43504499999999996,1.00949,0,0.0455024,0.25809099999999996
4981,proton,1.48791,0.21852399999999997,0.835484,0,0.0910964,0.0980087
4982,proton,2.93095,0.277302,0.951903,0,0.035523,0.0501259
4983,proton,1.35927,0.373556,0.827312,0,0.039414099999999994,0.0992447
4984,proton,1.40475,0.381842,0.8254020000000001,0,0.0509957,0.128222
4985,pion,1.084,0.46464099999999997,1.00058,0,0.23483600000000002,0.12780999999999998
4986,proton,2.64088,0.229897,0.935132,0,0.39711599999999997,0.0721904
4987,proton,1.54589,0.49885,0.855138,0,0.0389105,0.05722130000000001
4988,proton,1.3612600000000001,0.477567,0.82725,0,0.0522774,0.0639963
4989,proton,1.6134899999999999,0.22823400000000002,0.8687549999999999,0,0.0888533,0.0510414
4990,kaon,0.696117,0.19083,0.82294,0,0.0453651,0.119295
4991,proton,1.0855299999999999,0.444046,0.7480899999999999,0,0.04477,0.156283
4992,pion,2.4794400000000003,0.343568,1.0036200000000002,0,0.026962700000000003,0.0140078
4993,pion,1.05409,0.557584,0.995769,0,0.029160000000000002,0.0830396
4994,proton,1.1976799999999999,0.447895,0.784512,0,0.0522774,0.14474700000000001
4995,proton,2.44938,0.212378,0.9520209999999999,0,0.113024,0.46921499999999994
4996,pion,1.58267,0.47981599999999996,0.9987809999999999,0,0.043350900000000005,0.044907300000000004
4997,pion,1.5211700000000001,0.505113,1.00567,0,0.0575875,0.112428
4998,pion,1.69986,0.515584,1.00013,0,0.0288853,0.0435798
4999,pion,2.11795,0.283403,0.983507,0,0.106477,0.047562400000000005
5000,proton,1.65652,0.40562,0.8662799999999999,0,0.0387274,0.0696727
5001,pion,0.659342,0.42618,0.972413,0,0.0436713,0.037995
5002,pion,1.8640400000000001,0.438017,0.9998,0,0.058045299999999994,0.25127
5003,proton,1.4120700000000002,0.359989,0.832857,0,0.050537900000000004,0.0438544
5004,proton,1.39315,0.335129,0.8410340000000001,0,0.0655985,0.151339
5005,proton,1.5407,0.14116700000000001,0.855028,0,0.044632599999999995,0.0570382
5006,proton,1.93881,0.340622,0.956256,0,0.0120851,0.363104
5007,proton,1.7641,0.387681,0.8956379999999999,0,0.050720999999999995,0.046417900000000005
5008,proton,1.92782,0.296568,0.901993,0,0.035568800000000005,0.109865
5009,proton,1.64767,0.313021,0.86364,0,0.10720999999999999,0.25506999999999996
5010,pion,2.39094,0.181658,1.00478,0,0.0345159,0.14163399999999998
5011,pion,1.86526,0.226253,0.998865,0,0.0341039,0.210117
5012,pion,0.82475,0.474876,0.9950370000000001,31,0.0244907,0.034653199999999995
5013,proton,1.20607,0.409193,0.803096,0,0.0341955,0.0882124
5014,pion,1.20943,0.511629,0.983265,0,0.0331884,0.0570382
5015,proton,1.09972,0.23408099999999998,0.761811,0,0.049485,0.0951705
5016,proton,2.74067,0.12946400000000002,0.95799,0,0.0313573,0.166812
5017,proton,1.23445,0.5712010000000001,0.786686,0,0.0405585,0.0704051
5018,kaon,2.2681,0.277298,0.98811,0,0.39565100000000003,0.0919203
5019,proton,1.51934,0.46563999999999994,0.85835,0,0.050720999999999995,0.0537881
5020,pion,1.2779399999999999,0.236006,0.991445,0,0.104921,0.0531472
5021,pion,0.99321,0.287012,1.01011,23,0.0320439,0.0521859
5022,proton,2.59281,0.283174,0.9585299999999999,0,0.38027,0.132296
5023,proton,1.23476,0.33676300000000003,0.795898,0,0.0489815,0.0762646
5024,pion,2.28565,0.395485,0.973692,0,0.0384527,0.059601699999999994
5025,proton,1.04921,0.426699,0.744938,0,0.07397569999999999,0.09704739999999999
5026,proton,1.62188,0.374422,0.863944,0,0.042801599999999995,0.05172809999999999
5027,proton,1.5906,0.26976300000000003,0.859384,0,0.0615244,0.200732
5028,pion,3.00893,0.342966,1.00207,0,0.0307622,0.27068000000000003
5029,pion,1.48486,0.305157,0.992466,0,0.0405585,0.044312199999999996
5030,pion,2.67735,0.265866,1.00045,0,0.0386358,0.251774
5031,pion,0.5741970000000001,0.35993600000000003,0.9584090000000001,0,0.0314946,0.043396699999999996
5032,proton,1.63073,0.5232899999999999,0.9471639999999999,0,0.303777,0.290181
5033,proton,1.4342,0.313158,0.8362370000000001,0,0.101625,0.100069
5034,pion,2.58122,0.274582,1.30077,6,0.0472419,0.467384
5035,proton,1.57076,0.47104399999999996,0.8578530000000001,0,0.051407600000000005,0.131838
5036,pion,1.48898,0.266025,0.9980129999999999,0,0.030075499999999998,0.0368048
5037,pion,2.0798,0.396552,1.0152700000000001,0,0.260471,0.0446784
5038,proton,2.14038,0.307059,0.921157,0,0.331472,0.105333
5039,pion,1.7128299999999999,0.293045,0.985516,0,0.058503099999999995,0.184161
5040,pion,1.61883,0.259486,1.01473,0,0.0335546,0.05575650000000001
5041,proton,1.58648,0.21417600000000003,0.856768,0,0.0921492,0.20311300000000002
5042,proton,1.15724,0.38704299999999997,0.766937,0,0.0795605,0.149187
5043,pion,1.25719,0.308118,0.987468,0,0.0558938,0.030579099999999998
5044,proton,1.5242200000000001,0.348121,0.851239,0,0.0510414,0.07383839999999998
5045,pion,1.5671,0.170484,1.0035399999999999,0,0.13810899999999998,0.0279698
5046,pion,1.11162,0.325416,1.00462,0,0.035843400000000004,0.145342
5047,proton,1.24285,0.373189,0.796847,0,0.041382499999999996,0.0765393
5048,pion,1.66094,0.361299,0.995276,0,0.0430304,0.37056500000000003
5049,proton,1.1114700000000002,0.298698,0.762167,0,0.07187,0.07928589999999999
5050,pion,2.5983099999999997,0.26110900000000004,1.01916,0,0.19162300000000002,0.14543399999999998
5051,pion,2.15122,0.16995,0.9843069999999999,0,0.0548867,0.043396699999999996
5052,kaon,2.4719599999999997,0.18651500000000001,0.9868530000000001,0,0.0271,0.0526894
5053,pion,0.83772,0.5427890000000001,1.00486,0,0.028152899999999998,0.06276040000000001
5054,pion,2.66712,0.388854,1.0045600000000001,0,0.0314031,0.119066
5055,proton,0.970626,0.47657,0.7402989999999999,0,0.0501259,0.098558
5056,kaon,2.26352,0.18321099999999998,0.9690209999999999,0,0.0325475,0.07072560000000001
5057,proton,1.55505,0.301847,0.8608549999999999,0,0.030853700000000005,0.19372899999999998
5058,proton,1.59991,0.366126,0.8488120000000001,0,0.033691900000000004,0.064683
5059,proton,1.59869,0.183882,0.8482049999999999,0,0.022156099999999998,0.08299379999999999
5060,proton,1.35805,0.367193,0.8270370000000001,0,0.036484300000000004,0.06788739999999999
5061,kaon,2.32044,0.354272,0.974038,0,0.175326,0.24445
5062,proton,3.028,0.218056,0.958715,0,0.56434,0.0818036
5063,proton,1.08156,0.24697600000000003,0.739279,0,0.179767,0.172534
5064,proton,2.3061,0.16361099999999998,0.9228569999999999,0,0.42494899999999997,0.144656
5065,proton,1.4873,0.5606979999999999,0.85772,0,0.028839599999999996,0.06981
5066,proton,1.21904,0.46544300000000005,0.772257,0,0.029022700000000002,0.07182419999999999
5067,pion,2.61616,0.520688,1.00187,0,0.0439918,0.290044
5068,pion,2.18082,0.233246,1.0054299999999998,0,0.0704509,0.0582742
5069,pion,2.98161,0.128898,1.0028700000000002,0,0.0346075,0.0484779
5070,proton,0.959182,0.34110300000000005,0.713125,0,0.0595102,0.09526210000000002
5071,pion,2.4283200000000003,0.393861,0.995193,0,0.028290199999999998,0.050309
5072,pion,1.9111900000000002,0.35074099999999997,1.02321,0,0.0303502,0.14135999999999999
5073,proton,1.91577,0.49532600000000004,0.922615,0,0.029343099999999997,0.134493
5074,proton,1.3711799999999998,0.481998,0.849194,0,0.023209,0.0721904
5075,proton,0.910811,0.33384,0.694117,0,0.103914,0.143832
5076,pion,2.29892,0.189251,1.00031,26,0.240421,0.118151
5077,proton,1.58038,0.51944,0.8581690000000001,0,0.0353857,0.0603342
5078,proton,1.51492,0.384261,0.8588379999999999,0,0.0409705,0.09599450000000001
5079,proton,2.23239,0.564887,0.922118,0,0.147539,0.5273979999999999
5080,proton,1.9086,0.319764,0.927309,0,0.105425,0.0543374
5081,pion,0.783856,0.426092,0.9972840000000001,0,0.032318599999999996,0.12451400000000001
5082,pion,1.2134,0.135397,0.999093,34,0.07667660000000001,0.0227512
5083,proton,0.912184,0.45819099999999996,0.698731,0,0.0681621,0.0704967
5084,pion,1.2304899999999999,0.48737600000000003,1.00542,0,0.0459602,0.317235
5085,pion,0.9242389999999999,0.347462,0.983678,0,0.0577249,0.14268699999999998
5086,kaon,1.55413,0.5760149999999999,0.9621280000000001,0,0.0250401,0.041977600000000004
5087,proton,1.68002,0.442217,0.876909,0,0.0603799,0.171069
5088,pion,2.645,0.426625,0.980028,26,0.24715,0.137743
5089,proton,1.40688,0.388282,0.825807,0,0.118975,0.253239
5090,pion,0.774395,0.49671400000000004,0.963134,0,0.144701,0.057496000000000005
5091,kaon,2.98512,0.11736500000000001,0.740274,0,0.358663,0.114122
5092,proton,1.84634,0.39483,0.8421049999999999,0,0.282673,0.203342
5093,proton,1.2396399999999999,0.29325300000000004,0.800399,0,0.054474699999999994,0.104967
5094,proton,0.931105,0.5466300000000001,0.702799,0,0.08748,0.0430304
5095,proton,1.57443,0.358133,0.854483,0,0.035614599999999996,0.0582284
5096,proton,1.01411,0.440856,0.740165,0,0.0438087,0.029297300000000002
5097,pion,0.9271379999999999,0.613204,0.9931459999999999,0,0.0396429,0.0442206
5098,pion,0.6633100000000001,0.42254899999999995,0.9833040000000001,0,0.0307622,0.056946699999999996
5099,proton,2.49027,0.279329,0.927674,0,0.023529400000000002,0.397253
5100,proton,1.8938,0.29267,0.8954549999999999,0,0.369055,0.0307622
5101,pion,1.29351,0.25958400000000004,0.9724450000000001,0,0.0609751,0.14790599999999998
5102,proton,1.65652,0.50142,0.8551979999999999,0,0.15761,0.03598080000000001
5103,proton,2.23087,0.387396,0.943134,0,0.0361181,0.34589200000000003
5104,pion,0.656596,0.555389,0.9700209999999999,0,0.036347000000000004,0.042893099999999997
5105,proton,1.944,0.296304,0.8941790000000001,0,0.03300530000000001,0.173678
5106,proton,1.02281,0.35212899999999997,0.731318,0,0.042755800000000004,0.130098
5107,proton,0.9178299999999999,0.335688,0.707454,0,0.051453399999999996,0.0228428
5108,pion,0.5922029999999999,0.36229,0.980902,0,0.099382,0.056351599999999995
5109,proton,2.0270099999999998,0.397789,0.9015799999999999,0,0.164248,0.170336
5110,proton,1.0579100000000001,0.530062,0.7634920000000001,0,0.05296409999999999,0.12208699999999999
5111,proton,2.94453,0.360575,0.9585870000000001,0,0.0246738,0.041062
5112,pion,2.29175,0.314293,1.00034,0,0.037445599999999996,0.292973
5113,proton,0.9826809999999999,0.288375,0.726781,0,0.19162300000000002,0.069398
5114,pion,0.783551,0.562346,0.991999,0,0.0378576,0.0740673
5115,proton,2.49821,0.376173,0.9292590000000001,0,0.029983999999999997,0.172122
5116,pion,1.47082,0.196407,1.00288,0,0.0252232,0.048249
5117,pion,1.62402,0.40165100000000004,0.9762379999999999,0,0.20013699999999998,0.062348400000000005
5118,proton,1.03929,0.37937,0.734479,0,0.04985119999999999,0.13078499999999998
5119,pion,1.37606,0.35630300000000004,0.9743200000000001,0,0.17702,0.054428899999999995
5120,kaon,1.45846,0.288799,0.946363,0,0.21226799999999998,0.13911600000000002
5121,pion,1.1360299999999999,0.509022,0.999468,0,0.029022700000000002,0.047837
5122,proton,1.72107,0.20039200000000001,0.8811899999999999,0,0.0394598,0.07759210000000001
5123,kaon,2.5662599999999998,0.19746,0.9981120000000001,0,0.0349279,0.0531472
5124,pion,3.14702,0.267461,0.9836950000000001,0,0.0357519,0.0543832
5125,proton,1.27138,0.224072,0.803293,0,0.0420233,0.07397569999999999
5126,proton,1.8272700000000002,0.449617,0.900092,0,0.057541800000000004,0.21245100000000003
5127,pion,1.31746,0.429504,1.00114,0,0.138705,0.186084
5128,pion,0.523537,0.201657,0.9713200000000001,31,0.0298009,0.0838178
5129,proton,0.864576,0.575651,0.707462,0,0.07722589999999999,0.039505599999999995
5130,proton,0.8133060000000001,0.22816799999999998,0.6560199999999999,0,0.0789654,0.0381323
5131,pion,2.2349900000000003,0.264852,1.02585,0,0.189288,0.04655530000000001
5132,pion,1.78088,0.382565,1.0048700000000002,0,0.23112800000000003,0.11068900000000001
5133,pion,1.51339,0.17228800000000002,1.00274,33,0.021194799999999996,0.11604500000000001
5134,kaon,1.4026100000000001,0.25427,0.960942,0,0.20705,0.144427
5135,proton,1.38491,0.35515399999999997,0.823824,126,0.034012400000000005,0.085832
5136,pion,0.74876,0.439849,0.9806379999999999,0,0.0309453,0.050309
5137,proton,1.9104299999999999,0.5780689999999999,0.9016360000000001,0,0.0445411,0.0509957
5138,pion,2.25086,0.42331899999999995,0.989258,0,0.163653,0.0988327
5139,pion,0.577859,0.503899,0.9725590000000001,0,0.040695800000000004,0.06775010000000001
5140,pion,1.20012,0.3154,0.9959790000000001,0,0.05108719999999999,0.08130010000000001
5141,kaon,1.51003,0.337995,0.972435,0,0.0412451,0.049164599999999996
5142,pion,1.7050400000000001,0.21911,0.981935,0,0.0317693,0.054108500000000004
5143,proton,0.997024,0.24930300000000002,0.7185590000000001,0,0.05346759999999999,0.129824
5144,proton,1.05653,0.49904899999999996,0.766358,0,0.0796521,0.0174868
5145,pion,2.3776599999999997,0.284478,0.9932790000000001,0,0.0271916,0.0449531
5146,proton,1.1761700000000002,0.23724,0.791562,0,0.0410163,0.0944839
5147,proton,0.8809030000000001,0.323069,0.696928,0,0.0633097,0.0575875
5148,proton,1.26757,0.272064,0.8170470000000001,0,0.051499199999999995,0.08368049999999999
5149,proton,1.3135,0.402906,0.806475,0,0.0849622,0.169879
5150,proton,2.13626,0.337418,0.914819,0,0.071046,0.26161599999999996
5151,pion,0.522927,0.354564,0.962152,0,0.0418402,0.141543
5152,proton,2.15274,0.23735900000000001,0.9016649999999999,0,0.17441099999999998,0.144518
5153,proton,1.08522,0.31116900000000003,0.758188,0,0.0308995,0.07260239999999998
5154,pion,0.582284,0.418192,0.9597870000000001,0,0.0210117,0.116823
5155,proton,0.948501,0.333385,0.701658,0,0.056168499999999996,0.0807507
5156,proton,1.18898,0.15067,0.804201,0,0.27676799999999996,0.18027
5157,proton,0.9399559999999999,0.36879,0.693968,0,0.0680247,0.101122
5158,pion,1.02693,0.231992,0.983627,0,0.0444953,0.0466468
5159,proton,1.54421,0.322368,0.869713,0,0.163882,0.15893800000000002
5160,pion,1.54589,0.253834,1.0025899999999999,116,0.38548899999999997,0.233967
5161,proton,1.17449,0.301116,0.776177,0,0.044083300000000006,0.18407
5162,proton,1.41115,0.188158,0.842773,0,0.0395514,0.21080300000000002
5163,pion,1.8226900000000001,0.343959,0.9952799999999999,0,0.121126,0.0628977
5164,proton,1.2494100000000001,0.252305,0.803844,0,0.0475166,0.0781415
5165,kaon,0.72343,0.386841,0.8341120000000001,0,0.044632599999999995,0.175784
5166,proton,1.01411,0.511867,0.7299800000000001,29,0.229892,0.050629400000000005
5167,pion,1.03655,0.352034,0.995626,0,0.12240799999999999,0.104234
5168,pion,0.9333940000000001,0.26579899999999995,0.976184,14,0.0329137,0.0612955
5169,proton,1.35561,0.300654,0.8251719999999999,0,0.0573587,0.196429
5170,proton,1.94629,0.44033500000000003,0.9013110000000001,0,0.291691,0.124971
5171,proton,1.2657399999999999,0.35148,0.802609,0,0.0582742,0.28679299999999996
5172,proton,1.84222,0.433266,0.9032620000000001,0,0.0297093,0.264271
5173,proton,1.10857,0.646275,0.764829,0,0.0402838,0.15037799999999998
5174,proton,1.0312,0.494612,0.74942,0,0.0715953,0.0622568
5175,proton,1.3029700000000002,0.315222,0.8031189999999999,0,0.041931800000000005,0.123049
5176,kaon,0.721294,0.542871,0.813963,0,0.052643600000000006,0.0575875
5177,proton,2.3001400000000003,0.114048,0.9180940000000001,0,0.037079400000000005,0.16942100000000002
5178,proton,0.9196610000000001,0.43544399999999994,0.687182,0,0.063447,0.0948043
5179,proton,1.04936,0.20644200000000001,0.743606,0,0.0442664,0.19555999999999998
5180,pion,2.32349,0.167746,0.9979629999999999,0,0.21698299999999998,0.443809
5181,proton,1.25078,0.399417,0.797304,0,0.10835399999999999,0.12922899999999998
5182,proton,1.12215,0.612542,0.762361,0,0.033508800000000005,0.126436
5183,pion,1.86358,0.225746,0.985348,0,0.0418402,0.048661
5184,pion,2.6987099999999997,0.167968,0.991613,0,0.29727600000000004,0.17464000000000002
5185,pion,3.17113,0.24288600000000002,0.998534,17,0.033875,0.046967300000000003
5186,proton,1.34112,0.490562,0.808092,0,0.0504463,0.0856031
5187,kaon,1.05623,0.264398,0.896919,17,0.0692607,0.06367590000000001
5188,proton,3.3608,0.198252,0.946799,0,0.0334173,0.46157
5189,proton,2.8252099999999998,0.21491100000000002,0.9471069999999999,0,0.292515,0.218723
5190,proton,1.11345,0.172211,0.773822,0,0.0513619,0.140215
5191,proton,0.9384299999999999,0.439953,0.707133,0,0.0703136,0.0894484
5192,proton,1.41375,0.22007600000000002,0.8324969999999999,0,0.0400092,0.07713439999999999
5193,pion,1.19448,0.38065,0.991265,0,0.0307622,0.0412451
5194,proton,1.9594099999999999,0.22600599999999998,0.854809,0,0.0632181,0.0687572
5195,pion,0.834058,0.5648479999999999,0.988833,0,0.0301671,0.045777099999999994
5196,pion,1.48714,0.19228800000000001,0.996916,0,0.0353399,0.059327099999999994
5197,pion,0.835584,0.415013,0.9998790000000001,0,0.1897,0.0454108
5198,pion,0.9306479999999999,0.572303,0.989291,0,0.0516823,0.15701500000000002
5199,pion,1.27749,0.422483,0.9962209999999999,133,0.03332569999999999,0.0376745
5200,pion,0.759441,0.382922,0.995209,0,0.0342412,0.0429847
5201,proton,2.1821900000000003,0.26439,0.934066,0,0.0362554,0.5544060000000001
5202,proton,1.3971200000000001,0.5597850000000001,0.8247389999999999,0,0.058960900000000004,0.163195
5203,kaon,3.8175,0.185251,0.9993129999999999,0,0.051133,0.283589
5204,pion,1.6409599999999998,0.425364,0.998074,0,0.16200499999999998,0.06372169999999999
5205,pion,0.8526739999999999,0.605002,1.0005899999999999,0,0.0288853,0.0442206
5206,pion,1.6606400000000001,0.271627,1.00571,0,0.0944839,0.116274
5207,proton,2.9108099999999997,0.380915,0.948232,0,0.0442664,0.0512703
5208,proton,1.12795,0.296849,0.779254,0,0.204761,0.280613
5209,kaon,2.8094900000000003,0.247035,0.983658,0,0.0753033,0.846464
5210,proton,1.0676700000000001,0.41167200000000004,0.751336,0,0.057862199999999996,0.152071
5211,proton,1.06218,0.208475,0.750162,0,0.051316099999999996,0.0785992
5212,proton,1.2137,0.44274300000000005,0.789188,0,0.040238,0.0709087
5213,pion,1.51171,0.502188,0.98739,0,0.0323644,0.261662
5214,proton,2.62776,0.27972199999999997,0.9401209999999999,0,0.192493,0.361822
5215,proton,1.5056100000000001,0.352532,0.84326,0,0.0395972,0.44838599999999995
5216,pion,1.09117,0.31364899999999996,0.989078,0,0.0417029,0.08972310000000001
5217,proton,1.92996,0.3346,0.9094399999999999,0,0.028152899999999998,0.294209
5218,pion,1.62478,0.163245,0.981082,0,0.06701760000000001,0.269993
5219,pion,0.9826809999999999,0.23421199999999998,0.994167,112,0.14016900000000002,0.117006
5220,kaon,1.9473599999999998,0.41603500000000004,0.999531,0,0.0406043,0.287068
5221,proton,1.9932900000000002,0.313314,0.9123479999999999,0,0.131243,0.172763
5222,pion,1.3135,0.44763100000000006,0.9940950000000001,0,0.0641337,0.183703
5223,proton,1.3980299999999999,0.118198,0.8400639999999999,0,0.0946212,0.34007800000000005
5224,pion,1.94095,0.18918900000000002,0.9838870000000001,0,0.0331426,0.0503548
5225,pion,0.701915,0.376508,0.9697110000000001,0,0.0339666,0.055619100000000005
5226,proton,1.44869,0.41093999999999997,0.83465,0,0.0438544,0.0581826
5227,pion,1.9578900000000001,0.383438,1.01815,0,0.021561,0.0271
5228,proton,1.79995,0.200569,0.8776639999999999,0,0.0471504,0.05809109999999999
5229,proton,1.7506700000000002,0.22995,0.8920809999999999,0,0.032867900000000005,0.0441749
5230,pion,1.89715,0.401303,0.99456,0,0.150561,0.07846189999999999
5231,proton,1.32982,0.51498,0.8133239999999999,0,0.0446784,0.0838178
5232,pion,1.1751,0.193768,0.9881,121,0.03483630000000001,0.0453651
5233,pion,1.11635,0.396878,0.987135,0,0.318791,0.0119936
5234,proton,1.06889,0.47368299999999997,0.753404,0,0.0467384,0.169467
5235,proton,1.4856200000000002,0.416367,0.862507,0,0.370016,0.242069
5236,proton,1.07073,0.472908,0.772694,0,0.0518654,0.131884
5237,pion,0.781567,0.525925,0.97293,113,0.0482032,0.148226
5238,proton,1.8831200000000001,0.356879,0.8962040000000001,0,0.0372168,0.22302600000000003
5239,pion,1.24071,0.30194,0.9770190000000001,0,0.0271916,0.0473793
5240,pion,1.99512,0.49268500000000004,0.9805280000000001,0,0.0267796,0.0699931
5241,pion,0.900435,0.28430300000000003,0.986808,0,0.0320439,0.0472419
5242,proton,0.9855799999999999,0.363626,0.729132,0,0.0663767,0.111376
5243,pion,1.90356,0.306845,1.02385,0,0.09828339999999999,0.20041199999999998
5244,pion,3.15251,0.27300399999999997,0.984923,0,0.332433,0.208148
5245,proton,1.12337,0.195351,0.775738,0,0.050537900000000004,0.132845
5246,pion,0.552834,0.377918,0.971773,35,0.0364385,0.0496223
5247,proton,2.32456,0.243706,0.931638,0,0.185718,0.208377
5248,proton,1.24971,0.647651,0.8111649999999999,0,0.0344701,0.0762646
5249,pion,2.90959,0.152418,0.985848,0,0.302037,0.12748900000000002
5250,pion,0.660716,0.488573,0.969773,0,0.0297093,0.132113
5251,pion,1.0659999999999998,0.537636,0.981672,20,0.028656400000000002,0.08940260000000001
5252,pion,1.52941,0.182036,0.997325,0,0.035294099999999995,0.0460517
5253,proton,1.15099,0.53437,0.774354,0,0.177203,0.20878899999999997
5254,pion,2.2681,0.38458200000000003,1.0030299999999999,0,0.216297,0.157748
5255,pion,1.56329,0.584224,0.99671,0,0.0452735,0.314717
5256,proton,2.45686,0.281971,0.9323389999999999,0,0.0384985,0.0578164
5257,pion,0.842298,0.493338,0.96534,0,0.032272800000000004,0.0396429
5258,proton,1.5852600000000001,0.39421,0.8404219999999999,0,0.12382699999999999,0.145983
5259,kaon,1.39788,0.35986599999999996,0.9476709999999999,0,0.0899977,0.0503548
5260,proton,3.30861,0.332023,0.970248,0,0.032776400000000004,0.0399176
5261,proton,1.1381700000000001,0.310161,0.7767189999999999,0,0.0498054,0.0945296
5262,kaon,2.86686,0.27511199999999997,0.962825,0,0.027237400000000002,0.46161599999999997
5263,proton,1.42718,0.45133599999999996,0.839045,0,0.135134,0.232868
5264,pion,0.9608610000000001,0.28182199999999996,0.993433,0,0.0785992,0.358068
5265,pion,2.2703900000000004,0.36806500000000003,0.9775309999999999,0,0.05200269999999999,0.43881899999999996
5266,proton,1.1436600000000001,0.471714,0.786024,0,0.0522316,0.0769513
5267,proton,1.18547,0.376129,0.796374,0,0.0541543,0.20325
5268,pion,2.02411,0.254867,0.997065,0,0.0313115,0.0523232
5269,proton,1.61563,0.35065100000000005,0.8624069999999999,0,0.05259780000000001,0.376974
5270,proton,2.3917,0.19658699999999998,0.9222969999999999,0,0.0264591,0.04655530000000001
